event_key,detected_at,last_seen,person,event,category,momentum,acceleration,spice,risk,youtube_saturation,opportunity,alert,angle,status,tts_forecast_hours,window_state,window_remaining_min,sources,video_count_6h,score_version
story-aidan-o-connell,2026-09-25T12:28:42.680Z,2026-09-25T13:20:04.507Z,Aidan O'connell,Aidan O'connell: trending now,tech,11,-1,0,64,0,15,ARCHIVE,The Aidan O'connell aidan o'connell: trending now story is actually a money story — the other side of the fight,RESEARCH,7.5,unknown,249,trends,0,v2
story-david-rubenstein-s,2026-09-25T12:28:42.680Z,2026-09-25T12:28:42.680Z,David Rubenstein's,David Rubenstein's: 5 things we learned from David Rubenstein’s book on owning the Orioles,scandal,19,0,0,64,0,19,ARCHIVE,What the David Rubenstein's david rubenstein's: 5 things we learned from david rubenstein’s book on owning the orioles filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-david-rubenstein,2026-09-25T11:31:22.687Z,2026-09-25T12:28:42.680Z,David Rubenstein,"David Rubenstein: Billionaire David Rubenstein talks sports, his worst investing mistakes, and where AI stocks are headed",tech,23,-3,4,34,13,22,ARCHIVE,"The David Rubenstein david rubenstein: billionaire david rubenstein talks sports, his worst investing mistakes, and where ai stocks are headed story is actually a money story — the other side of the fight",RESEARCH,4.9,closed,0,trends|news,5,v2
story-steve-alford,2026-09-25T11:31:22.687Z,2026-09-25T12:04:32.108Z,Steve Alford,Steve Alford: trending now,scandal,30,-1,0,64,3,23,ARCHIVE,What the Steve Alford steve alford: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.1,unknown,3,trends|news,1,v2
story-alex-eala,2026-09-23T13:25:07.033Z,2026-09-25T11:31:22.687Z,Alex Eala,Alex Eala: vs Tatiana Prozorova in Singapore Open round of 16,tech,10,1,0,64,63,14,ARCHIVE,The Alex Eala story is a proxy fight about something bigger — the other side of the fight,KEPT,4.5,closed,-2646,news,25,v2
story-adrian-mannarino,2026-09-25T06:13:35.895Z,2026-09-25T10:28:33.709Z,Adrian Mannarino,Adrian Mannarino: Alejandro Tabilo vs Adrian Mannarino Prediction - ATP Chengdu 2026,scandal,12,0,9,64,3,23,ARCHIVE,What the Adrian Mannarino adrian mannarino: alejandro tabilo vs adrian mannarino prediction - atp chengdu 2026 filings actually say — line by line — the other side of the fight,KEPT,3.4,closed,0,news,1,v2
story-rachel-dolezal-,2026-09-25T09:03:16.772Z,2026-09-25T09:11:58.127Z,Rachel Dolezal',Rachel Dolezal': ‘Temu Rachel Dolezal’: Philly activist confesses to years of identity fraud faking Black and Palestinian herit,scandal,18,-1,6,86,0,19,ARCHIVE,What the Rachel Dolezal' rachel dolezal': ‘temu rachel dolezal’: philly activist confesses to years of identity fraud faking black and palestinian herit filings actually say — line by line — the number behind the headline,RESEARCH,3.5,unknown,51,news,0,v2
story-hannah-gann,2026-09-25T09:03:16.772Z,2026-09-25T09:11:58.127Z,Hannah Gann,Hannah Gann: Activists fooled by Hannah Gann want Philly schools to hold her accountable for hurting students,scandal,18,-1,0,64,0,19,ARCHIVE,What the Hannah Gann hannah gann: activists fooled by hannah gann want philly schools to hold her accountable for hurting students filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,51,news,0,v2
story-victor-valverde,2026-09-25T08:18:29.578Z,2026-09-25T08:18:29.578Z,Victor Valverde,Victor Valverde: trending now,scandal,12,0,0,64,0,17,ARCHIVE,What the Victor Valverde victor valverde: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends,0,v2
story-travis-kelce,2026-09-21T01:14:28.200Z,2026-09-25T05:08:32.387Z,Travis Kelce,Travis Kelce: Taylor Swift Ponzi,scandal,17,0,0,64,63,16,ARCHIVE,What the Travis Kelce travis kelce: “cleveland!” is taylor swift’s message to everyone judging her relationship with travis kelce: “hate all you l filings actually say — line by line — the other side of the fight,ARCHIVED,3.5,closed,-5934,news|trends,25,v2
story-joe-alwyn,2026-09-25T05:08:32.387Z,2026-09-25T05:08:32.387Z,Joe Alwyn,"Joe Alwyn: Oh, That’s Why Mary Beth Barone and Joe Alwyn Were Together",celebrity,36,0,16,34,0,38,ARCHIVE,The Joe Alwyn story is a proxy fight about something bigger — the detail nobody has explained,RESEARCH,6,unknown,210,trends|news,0,v2
story-noah-kahan,2026-09-25T05:08:32.387Z,2026-09-25T05:08:32.387Z,Noah Kahan,Noah Kahan: tour,tech,31,0,0,64,63,21,ARCHIVE,The Noah Kahan noah kahan: tour story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,trends|news,25,v2
story-ethan-salas,2026-09-25T05:08:32.387Z,2026-09-25T05:08:32.387Z,Ethan Salas,Ethan Salas: trending now,scandal,12,0,0,64,0,17,ARCHIVE,What the Ethan Salas ethan salas: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends,0,v2
story-michael-penix,2026-09-24T21:10:10.313Z,2026-09-25T01:43:23.029Z,Michael Penix,Michael Penix: Falcons to start QB Michael Penix on Thursday vs. Packers,celebrity,13,0,0,64,63,13,ARCHIVE,The Michael Penix story is a proxy fight about something bigger — the other side of the fight,ARCHIVED,5.3,closed,-105,trends|news,25,v2
story-billy-bowman,2026-09-25T00:41:48.073Z,2026-09-25T01:43:23.029Z,Billy Bowman,Billy Bowman: Thursday Night Football: Falcons CB Billy Bowman will make his 2026 debut,scandal,18,-1,0,64,0,19,ARCHIVE,What the Billy Bowman billy bowman: thursday night football: falcons cb billy bowman will make his 2026 debut filings actually say — line by line — the other side of the fight,RESEARCH,3.5,closed,0,news,0,v2
story-nick-folk,2026-09-25T01:43:23.029Z,2026-09-25T01:43:23.029Z,Nick Folk,Nick Folk: Fromal’s Kicking Notebook: Assessing Nick Folk panic and NFL Week 1 standouts,celebrity,36,0,5,64,3,31,ARCHIVE,The Nick Folk story is a proxy fight about something bigger — the other side of the fight,RESEARCH,5.3,closed,0,trends|news,1,v2
story-ian-happ,2026-09-25T01:09:16.613Z,2026-09-25T01:09:16.613Z,Ian Happ,Ian Happ: trending now,tech,36,0,0,64,18,25,ARCHIVE,The Ian Happ ian happ: trending now story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,trends|news,7,v2
story-brandon-dorlus,2026-09-25T01:09:16.613Z,2026-09-25T01:09:16.613Z,Brandon Dorlus,Brandon Dorlus: News: Practices in full Tuesday,scandal,28,0,0,64,0,22,ARCHIVE,What the Brandon Dorlus brandon dorlus: news: practices in full tuesday filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-josh-jacobs,2026-09-24T15:43:49.659Z,2026-09-25T00:41:48.073Z,Josh Jacobs,Josh Jacobs: news,scandal,22,-2,13,34,43,26,ARCHIVE,What the Josh Jacobs josh jacobs: packers get legal update on rb josh jacobs ahead of tnf clash filings actually say — line by line — the other side of the fight,KEPT,2.3,closed,0,trends|news,17,v2
story-jayden-daniels,2026-09-22T19:02:47.568Z,2026-09-25T00:41:48.073Z,Jayden Daniels,"Jayden Daniels: What's next for Jayden Daniels, Commanders after elbow injury?",celebrity,16,-12,0,64,63,13,ARCHIVE,The Jayden Daniels story is a proxy fight about something bigger — the other side of the fight,ARCHIVED,5.3,closed,-3051,news,25,v2
story-micah-parsons,2026-09-25T00:41:48.073Z,2026-09-25T00:41:48.073Z,Micah Parsons,"Micah Parsons: No, Pack, no: Missing Micah Parsons, Green Bay ties grim NFL record -- and may currently be NFC's worst team",celebrity,31,0,13,64,5,31,ARCHIVE,The Micah Parsons story is a proxy fight about something bigger — the number behind the headline,RESEARCH,5.3,closed,0,trends|news,2,v2
story-kevin-stefanski,2026-09-25T00:41:48.073Z,2026-09-25T00:41:48.073Z,Kevin Stefanski,Kevin Stefanski: trending now,scandal,36,0,0,64,5,29,ARCHIVE,What the Kevin Stefanski kevin stefanski: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.1,closed,0,trends|news,2,v2
story-john-madden,2026-09-24T23:58:36.383Z,2026-09-25T00:15:15.462Z,John Madden,John Madden: trending now,tech,21,-4,0,64,60,14,ARCHIVE,The John Madden john madden: trending now story is actually a money story — the other side of the fight,RESEARCH,5.6,closed,0,trends|news,24,v2
story-olivia-miles,2026-09-22T23:43:12.543Z,2026-09-24T23:58:36.383Z,Olivia Miles,Olivia Miles: Live: Lynx can clinch No. 1 playoff seed vs. Caitlin Clark and the Fever. Will Olivia Miles play?,tech,17,-1,0,64,0,19,ARCHIVE,"What the Olivia Miles olivia miles: lynx clinch no. 1 seed despite 'embarrassing' loss to fever, olivia miles dealing with calf injury filings actually say — line by line — the other side of the fight",RESEARCH,3.5,closed,0,news,0,v2
story-kyle-pitts,2026-09-24T23:05:51.887Z,2026-09-24T23:50:29.400Z,Kyle Pitts,Kyle Pitts: Can Falcons finally get TE Kyle Pitts going on 'Thursday Night Football' vs. Packers?,celebrity,26,-5,9,64,20,22,ARCHIVE,What the Kyle Pitts kyle pitts: can falcons finally get te kyle pitts going on 'thursday night football' vs. packers? filings actually say — line by line — the other side of the fight,RESEARCH,2.6,closed,-39,trends|news,8,v2
story-ben-rice,2026-09-24T00:12:49.833Z,2026-09-24T23:16:22.179Z,Ben Rice,Ben Rice: See Yankees star Ben Rice blast his 40th home run of the season,celebrity,15,-1,0,64,33,14,ARCHIVE,"What the Ben Rice ben rice: tops aaron boone's preseason prediction, passes 40 hrs filings actually say — line by line — the other side of the fight",RESEARCH,3.1,closed,0,trends|news,13,v2
story-chris-brown,2026-09-24T22:35:04.646Z,2026-09-24T22:35:04.646Z,Chris Brown,Chris Brown: Judge Poised to Slash $12.9 Million Jury Award in Chris Brown Dog Mauling Case,tech,36,0,6,64,63,25,ARCHIVE,The Chris Brown chris brown: judge poised to slash $12.9 million jury award in chris brown dog mauling case story is actually a money story — the number behind the headline,RESEARCH,6.6,closed,0,trends|news,25,v2
story-nick-chubb,2026-09-24T20:20:59.153Z,2026-09-24T21:10:10.313Z,Nick Chubb,Nick Chubb: will sign one-day contract to retire with Browns,scandal,25,-5,6,64,30,21,ARCHIVE,What the Nick Chubb nick chubb: will sign one-day contract to retire with browns filings actually say — line by line — the number behind the headline,RESEARCH,2.3,closed,-61,trends|news,12,v2
story-paul-skenes,2026-09-21T17:29:07.330Z,2026-09-24T21:10:10.313Z,Paul Skenes,Paul Skenes: Why Paul Skenes blames the World Baseball Classic for decreased velocity as Pirates ace wraps up down season,celebrity,12,0,0,64,45,17,ARCHIVE,What the Paul Skenes paul skenes: trending now filings actually say — line by line — the other side of the fight,ARCHIVED,2.3,closed,0,news|trends,18,v2
story-paul-skenes-,2026-09-24T20:37:55.235Z,2026-09-24T21:10:10.313Z,Paul Skenes',"Paul Skenes': Pirates beat Cardinals behind Paul Skenes’ strong start, Spencer Horwitz’s sacrifice fly",celebrity,27,8,0,64,38,18,ARCHIVE,The Paul Skenes' story is a proxy fight about something bigger — the other side of the fight,BOOSTED,5.3,closed,0,news,15,v2
story-spencer-horwitz-s,2026-09-24T20:37:55.235Z,2026-09-24T21:10:10.313Z,Spencer Horwitz's,"Spencer Horwitz's: Pirates beat Cardinals behind Paul Skenes’ strong start, Spencer Horwitz’s sacrifice fly",celebrity,18,-1,0,64,0,19,ARCHIVE,The Spencer Horwitz's story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,178,news,0,v2
story-chad-bianco,2026-09-24T20:04:22.030Z,2026-09-24T20:37:55.235Z,Chad Bianco,Chad Bianco: trending now,scandal,10,-1,0,64,0,17,ARCHIVE,What the Chad Bianco chad bianco: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,26,trends,0,v2
story-benjamin-netanyahu-s,2026-09-24T18:47:55.681Z,2026-09-24T19:25:23.720Z,Benjamin Netanyahu's,Benjamin Netanyahu's: Protests underway ahead of Prime Minister Benjamin Netanyahu's UN General Assembly address,scandal,18,-1,0,64,0,19,ARCHIVE,What the Benjamin Netanyahu's benjamin netanyahu's: protests underway ahead of prime minister benjamin netanyahu's un general assembly address filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,23,news,0,v2
story-collection-makes-recovery,2026-09-24T19:25:23.720Z,2026-09-24T19:25:23.720Z,Collection Makes Recovery,Collection Makes Recovery: Therabody Theragun Mini Y2K Collection Makes Recovery Look Like 1999,scandal,19,0,0,64,0,19,ARCHIVE,What the Collection Makes Recovery collection makes recovery: therabody theragun mini y2k collection makes recovery look like 1999 filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-pilot-makes-sharp,2026-09-24T18:06:59.479Z,2026-09-24T18:06:59.479Z,Pilot Makes Sharp,Pilot Makes Sharp: American Airlines Flight 167 Avoids The Pacific Ocean As Pilot Makes Sharp Turn Back To The U.S.: Flight Diver,tech,19,0,0,64,0,18,ARCHIVE,The Pilot Makes Sharp pilot makes sharp: american airlines flight 167 avoids the pacific ocean as pilot makes sharp turn back to the u.s.: flight diver story is actually a money story — the other side of the fight,RESEARCH,7.5,unknown,300,news,0,v2
story-peter-alexander,2026-09-24T17:44:00.506Z,2026-09-24T17:56:11.174Z,Peter Alexander,Peter Alexander: on the intersection of U.S. presidents and golf ahead of the Presidents Cup,scandal,25,-3,0,64,3,21,ARCHIVE,What the Peter Alexander peter alexander: on the intersection of u.s. presidents and golf ahead of the presidents cup filings actually say — line by line — the other side of the fight,RESEARCH,3.1,closed,0,news,1,v2
story-mike-vrabel,2026-09-24T16:06:29.213Z,2026-09-24T16:06:29.213Z,Mike Vrabel,Mike Vrabel: offers blunt review of Drake Maye’s fourth interception,scandal,19,0,0,64,0,19,ARCHIVE,What the Mike Vrabel mike vrabel: offers blunt review of drake maye’s fourth interception filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-rob-gronkowski,2026-09-24T16:06:29.213Z,2026-09-24T16:06:29.213Z,Rob Gronkowski,Rob Gronkowski: trending now,scandal,12,0,0,64,0,17,ARCHIVE,What the Rob Gronkowski rob gronkowski: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,trends,0,v2
story-josh-jacobs-,2026-09-24T16:06:29.213Z,2026-09-24T16:06:29.213Z,Josh Jacobs',Josh Jacobs': Packers get good news on Josh Jacobs' pending suspension,scandal,19,0,0,64,0,19,ARCHIVE,What the Josh Jacobs' josh jacobs': packers get good news on josh jacobs' pending suspension filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-jon-hamm,2026-09-23T06:08:00.485Z,2026-09-24T15:52:23.362Z,Jon Hamm,Jon Hamm: trending now,tech,15,-3,7,64,15,22,ARCHIVE,"What the Jon Hamm jon hamm: , 55, breaks his silence about becoming a first-time “old dad” with surprising confession filings actually say — line by line — the detail nobody has explained",KEPT,4.5,closed,0,trends|news,6,v2
story-john-hamm,2026-09-24T14:16:56.917Z,2026-09-24T15:52:23.362Z,John Hamm,John Hamm: trending now,scandal,10,0,0,64,0,17,ARCHIVE,What the John Hamm john hamm: trending now filings actually say — line by line — the other side of the fight,KEPT,3.5,closed,0,trends,0,v2
story-jon-hamm-led,2026-09-24T14:16:56.917Z,2026-09-24T15:17:56.201Z,Jon Hamm-led,Jon Hamm-led: 'American Hostage' cast previews Jon Hamm-led crime thriller based on 1977 infamous incident,scandal,18,-1,0,64,0,19,ARCHIVE,What the Jon Hamm-led jon hamm-led: 'american hostage' cast previews jon hamm-led crime thriller based on 1977 infamous incident filings actually say — line by line — the other side of the fight,RESEARCH,3.5,closed,0,news,0,v2
story-swift-drops-new,2026-09-24T13:51:07.021Z,2026-09-24T14:42:09.155Z,Swift Drops New,Swift Drops New: Taylor Swift Drops New 13-Second ‘Patient Zero’ Music Video Tease Featuring Dakota Johnson and Colin Farrell,scandal,17,-1,11,64,0,23,ARCHIVE,What the Swift Drops New swift drops new: taylor swift drops new 13-second ‘patient zero’ music video tease featuring dakota johnson and colin farrell filings actually say — line by line — the part that was not supposed to be public,RESEARCH,3.5,unknown,9,news,0,v2
story-colin-farrell,2026-09-24T13:20:19.422Z,2026-09-24T14:42:09.155Z,Colin Farrell,Colin Farrell: Taylor Swift Drops New 13-Second ‘Patient Zero’ Music Video Tease Featuring Dakota Johnson and Colin Farrell,scandal,16,-1,11,64,40,20,ARCHIVE,What the Colin Farrell colin farrell: taylor swift drops new 13-second ‘patient zero’ music video tease featuring dakota johnson and colin farrell filings actually say — line by line — the part that was not supposed to be public,RESEARCH,2.3,closed,-94,trends|news,16,v2
story-will-jacks,2026-09-24T12:27:59.579Z,2026-09-24T13:51:07.021Z,Will Jacks,Will Jacks: five-for seals comfortable England defence of 265,scandal,16,-1,0,64,0,19,ARCHIVE,What the Will Jacks will jacks: five-for seals comfortable england defence of 265 filings actually say — line by line — the other side of the fight,RESEARCH,3.5,closed,0,news,0,v2
story-mitchell-results,2026-09-24T12:50:44.806Z,2026-09-24T13:20:19.422Z,Mitchell Results,Mitchell Results: UFC BJJ 11: Musumeci vs Mitchell Results,celebrity,18,-1,9,64,0,23,ARCHIVE,The Mitchell Results story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,180,news,0,v2
story-alexandra-eala,2026-09-24T12:27:59.579Z,2026-09-24T12:50:44.806Z,Alexandra Eala,Alexandra Eala: trending now,scandal,23,11,9,64,63,19,ARCHIVE,The Alexandra Eala situation is weirder than the clips suggest — the other side of the fight,BOOSTED,3.7,closed,0,trends|news,25,v2
story-alex-eala-s,2026-09-24T12:27:59.579Z,2026-09-24T12:27:59.579Z,Alex Eala's,Alex Eala's: Coach Sandro talks about Alex Eala's game ahead of Singapore Open run: 'She's hitting harder',scandal,19,0,0,64,0,19,ARCHIVE,What the Alex Eala's alex eala's: coach sandro talks about alex eala's game ahead of singapore open run: 'she's hitting harder' filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-carlos-calero,2026-09-24T09:42:02.135Z,2026-09-24T09:42:02.135Z,Carlos Calero,Carlos Calero: Organismos nicaragüenses piden a Costa Rica frenar deportación del opositor Carlos Calero,scandal,28,0,0,64,0,22,ARCHIVE,What the Carlos Calero carlos calero: organismos nicaragüenses piden a costa rica frenar deportación del opositor carlos calero filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
story-kate-mara,2026-09-22T11:43:39.098Z,2026-09-24T09:42:02.135Z,Kate Mara,Kate Mara: Orlando Bloom’s Threesome Scene in ‘Bucking Fastard’ With Real-Life Sisters Rooney and Kate Mara Slammed as ‘A,tech,19,-1,14,64,5,24,ARCHIVE,The Kate Mara kate mara: orlando bloom’s threesome scene in ‘bucking fastard’ with real-life sisters rooney and kate mara slammed as ‘a story is actually a money story — the other side of the fight,RESEARCH,8.7,closed,0,trends|news,2,v2
story-john-crace,2026-09-24T09:28:37.522Z,2026-09-24T09:42:02.135Z,John Crace,"John Crace: ‘And you will be the People’s Earl’ – Charles Spencer’s Swan Song: Diana, My Sister, digested by John Crace",scandal,18,-1,0,34,0,22,ARCHIVE,"What the John Crace john crace: ‘and you will be the people’s earl’ – charles spencer’s swan song: diana, my sister, digested by john crace filings actually say — line by line — the other side of the fight",RESEARCH,3.5,unknown,47,news,0,v2
story-josh-hader,2026-09-24T06:17:43.466Z,2026-09-24T07:55:26.302Z,Josh Hader,Josh Hader: Astros’ facing make-or-break moment with Josh Hader trade decision,scandal,17,-2,0,64,3,20,ARCHIVE,What the Josh Hader josh hader: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.5,closed,0,trends|news,1,v2
story-ethan-hawke,2026-09-24T06:17:43.466Z,2026-09-24T07:01:13.475Z,Ethan Hawke,Ethan Hawke: Explains Why It’s Important to ‘Have a Backbone’ If ‘You’re Going to Be in the Public Sphere’ (Exclusive),tech,21,-4,7,64,15,20,ARCHIVE,The Ethan Hawke ethan hawke: explains why it’s important to ‘have a backbone’ if ‘you’re going to be in the public sphere’ (exclusive) story is actually a money story — the detail nobody has explained,RESEARCH,5.6,closed,0,trends|news,6,v2
story-ethan-hawke-s,2026-09-24T06:17:43.466Z,2026-09-24T07:01:13.475Z,Ethan Hawke's,Ethan Hawke's: Ethan Hawke’s 109-Minute Horror Hit That Set A Major Genre Record Secures Massive Streaming Achievement,creator,25,-3,0,64,13,21,ARCHIVE,The Ethan Hawke's situation is weirder than the clips suggest — the other side of the fight,RESEARCH,3.7,unknown,28,news,5,v2
story-app-reveals-mythic,2026-09-24T06:17:43.466Z,2026-09-24T07:01:13.475Z,App Reveals Mythic,App Reveals Mythic: XBOX PC App Reveals Mythic Achievement Unlock Sound & Symbol,tech,18,-1,4,64,0,19,ARCHIVE,The App Reveals Mythic app reveals mythic: xbox pc app reveals mythic achievement unlock sound & symbol story is actually a money story — the other side of the fight,RESEARCH,7.5,unknown,256,news,0,v2
story-aaron-judge,2026-09-22T17:43:31.858Z,2026-09-24T06:17:43.466Z,Aaron Judge,Aaron Judge: Yankees' Aaron Judge Injury Update Changes Everything For Red Sox,scandal,7,-13,4,64,63,14,ARCHIVE,The Aaron Judge situation is weirder than the clips suggest — the other side of the fight,ARCHIVED,2.9,closed,0,news|trends,25,v2
story-lawrence-tanter,2026-09-24T05:56:16.676Z,2026-09-24T05:56:16.676Z,Lawrence Tanter,Lawrence Tanter: trending now,scandal,36,0,0,34,30,24,ARCHIVE,What the Lawrence Tanter lawrence tanter: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.1,closed,0,trends|news,12,v2
story-tom-bateman,2026-09-24T03:19:21.399Z,2026-09-24T03:19:21.399Z,Tom Bateman,Tom Bateman: Inside Tom Bateman & Daisy Ridley’s Married Life,tech,28,0,0,64,35,17,ARCHIVE,The Tom Bateman tom bateman: inside tom bateman & daisy ridley’s married life story is actually a money story — the other side of the fight,RESEARCH,6.6,closed,0,news,14,v2
story-anthony-bourdain,2026-09-24T01:04:44.854Z,2026-09-24T01:35:47.604Z,Anthony Bourdain,Anthony Bourdain: trending now,tech,26,-5,0,64,20,18,ARCHIVE,The Anthony Bourdain anthony bourdain: trending now story is actually a money story — the other side of the fight,RESEARCH,5.6,closed,0,trends|news,8,v2
story-adam-levine,2026-09-24T01:04:44.854Z,2026-09-24T01:35:47.604Z,Adam Levine,Adam Levine: ‘The Voice’ recap: Adam Levine gets ‘scrappy’ in four-chair turn fight for ‘the best blind audition’ artist,tech,19,-12,4,64,28,16,ARCHIVE,The Adam Levine adam levine: ‘the voice’ recap: the ‘first-in’ button secures a ‘beautiful and glorious’ 4-chair turn artist for adam levin story is actually a money story — the other side of the fight,ARCHIVED,5.6,closed,0,trends|news,11,v2
story-simon-cowell,2026-09-23T01:38:40.220Z,2026-09-24T01:35:47.604Z,Simon Cowell,Simon Cowell: trending now,tech,23,-8,7,64,28,20,ARCHIVE,What the Simon Cowell simon cowell: why simon cowell isn't at the 'america's got talent' live finale filings actually say — line by line — the detail nobody has explained,RESEARCH,3.4,closed,0,trends|news,11,v2
story-ben-affleck,2026-09-24T01:35:47.604Z,2026-09-24T01:35:47.604Z,Ben Affleck,Ben Affleck: Reveals Sudden Casting Change Behind His New Netflix Crime Thriller,celebrity,36,0,7,64,40,28,ARCHIVE,The Ben Affleck story is a proxy fight about something bigger — the part that was not supposed to be public,RESEARCH,5.3,closed,0,trends|news,16,v2
story-riley-green,2026-09-24T01:04:44.854Z,2026-09-24T01:04:44.854Z,Riley Green,Riley Green: Kelly Clarkson Had a Shocking Reaction to a ‘Voice’ Contestant Who Couldn’t Stop Staring at Riley Green,celebrity,33,0,11,64,63,27,ARCHIVE,The Riley Green story is a proxy fight about something bigger — the part that was not supposed to be public,RESEARCH,5.3,closed,0,news,25,v2
story-steve-martin,2026-09-24T01:04:44.854Z,2026-09-24T01:04:44.854Z,Steve Martin,"Steve Martin: , Sting, Cash Money top must-see St. Louis concerts in October",tech,31,0,6,64,0,28,ARCHIVE,"The Steve Martin steve martin: , sting, cash money top must-see st. louis concerts in october story is actually a money story — the number behind the headline",RESEARCH,7.5,unknown,300,trends|news,0,v2
story-angel-reese-s,2026-09-24T00:12:49.833Z,2026-09-24T00:45:10.256Z,Angel Reese's,Angel Reese's: NY Liberty Star Sends Clear Warning After Angel Reese's Blunt Postgame Take On Latest Win,celebrity,18,-1,0,64,0,19,ARCHIVE,What the Angel Reese's angel reese's: how angel reese’s controversial defensive play led to a rare technical foul in dream-liberty filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,28,news,0,v2
story-ken-jennings,2026-09-24T00:45:10.256Z,2026-09-24T00:45:10.256Z,Ken Jennings,Ken Jennings: trending now,scandal,31,0,0,64,5,27,ARCHIVE,What the Ken Jennings ken jennings: trending now filings actually say — line by line — the other side of the fight,RESEARCH,3.1,closed,0,trends|news,2,v2
story-star-sends-clear,2026-09-24T00:12:49.833Z,2026-09-24T00:12:49.833Z,Star Sends Clear,Star Sends Clear: NY Liberty Star Sends Clear Warning After Angel Reese's Blunt Postgame Take On Latest Win,celebrity,19,0,5,64,0,21,ARCHIVE,The Star Sends Clear story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,210,news,0,v2
story-tim-janus,2026-09-23T18:47:40.338Z,2026-09-24T00:12:49.833Z,Tim Janus,Tim Janus: eater x tim janus,scandal,20,-2,5,64,33,20,ARCHIVE,The Tim Janus story is a proxy fight about something bigger — the other side of the fight,ARCHIVED,4.7,closed,0,trends|news,13,v2
story-lucas-museum,2026-09-23T23:52:18.735Z,2026-09-24T00:12:49.833Z,Lucas Museum,"Lucas Museum: ‘I flew 6,800 miles to be here’: First impressions of the Lucas Museum on opening day",scandal,25,-3,0,64,63,17,ARCHIVE,"What the Lucas Museum lucas museum: ‘i flew 6,800 miles to be here’: first impressions of the lucas museum on opening day filings actually say — line by line — the other side of the fight",RESEARCH,2.6,closed,-15,news,25,v2
story-rose-tattoo,2026-09-23T22:49:53.093Z,2026-09-23T23:01:09.998Z,Rose Tattoo,Rose Tattoo: Angry Anderson dies aged 79: Rose Tattoo frontman was a ferocious rock ’n’ roll singer and youth advocate,celebrity,18,-1,10,34,0,26,ARCHIVE,The Rose Tattoo story is a proxy fight about something bigger — the other side of the fight,RESEARCH,6,unknown,199,news,0,v2
story-mark-messier,2026-09-23T22:49:53.093Z,2026-09-23T23:01:09.998Z,Mark Messier,Mark Messier: 'horrified' by Oilers' hire of coach Mike Babcock,scandal,25,-3,0,64,3,21,ARCHIVE,What the Mark Messier mark messier: 'horrified' by oilers' hire of coach mike babcock filings actually say — line by line — the other side of the fight,RESEARCH,3.5,closed,0,news,1,v2
story-zack-wheeler,2026-09-22T23:58:46.420Z,2026-09-23T23:01:09.998Z,Zack Wheeler,Zack Wheeler: trending now,scandal,21,-2,0,64,35,16,ARCHIVE,The Zack Wheeler zack wheeler: fans 7 straight to open phillies win over brewers story is actually a money story — the other side of the fight,KEPT,6.6,closed,-1136,trends|news,14,v2
story-mike-babcock,2026-09-23T22:24:24.826Z,2026-09-23T23:01:09.998Z,Mike Babcock,Mike Babcock: trending now,scandal,23,-3,0,64,20,18,ARCHIVE,What the Mike Babcock mike babcock: trending now filings actually say — line by line — the other side of the fight,RESEARCH,2.3,closed,-49,trends|news,8,v2
story-daniel-rakowitz,2026-09-23T23:01:09.998Z,2026-09-23T23:01:09.998Z,Daniel Rakowitz,Daniel Rakowitz: Sunny Hostin Reveals She Was Lone Holdout Juror in 1991 Trial of Daniel Rakowitz,scandal,19,0,0,64,0,19,ARCHIVE,What the Daniel Rakowitz daniel rakowitz: sunny hostin reveals she was lone holdout juror in 1991 trial of daniel rakowitz filings actually say — line by line — the other side of the fight,RESEARCH,3.5,unknown,60,news,0,v2
